"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"March 1, 2018",Mississippi,Macon,"Butler Rd and MS-490",0,1,N/A
"March 1, 2018",Missouri,"Kansas City","600 block of Ward Pkwy",0,1,N/A
"March 1, 2018",Georgia,Brunswick,"3300 block of Lee St",0,1,N/A
"March 1, 2018",Pennsylvania,Philadelphia,"N 29th St and Jefferson St",0,1,N/A
"March 1, 2018",Pennsylvania,Sunbury,"50 block of S 111th St",0,1,N/A
"March 1, 2018",Ohio,Springfield,"900 block of Oak St",0,1,N/A
"March 1, 2018",Louisiana,"Baton Rouge","Byron Avenue and Hammond Street",0,1,N/A
"March 1, 2018",Louisiana,Bastrop,"Park Loop Road",0,2,N/A
"March 1, 2018",Alabama,Anniston,N/A,0,1,N/A
"March 1, 2018",Alabama,Huntsville,"4034 Hunters Ridge Dr",0,1,N/A
"March 1, 2018",Kansas,Wichita,"1900 block of E Harry St",0,1,N/A
"March 1, 2018",Texas,Houston,"2504 Sampson St",1,2,N/A
"March 1, 2018",Florida,Miami,"NW 75th St and Seventh Ave",0,1,N/A
"March 1, 2018",Alabama,Enterprise,"913 Rucker Blvd",0,1,N/A
"March 1, 2018",Alabama,Huntsville,"600 block of Dawson Terrace",0,1,N/A
"March 1, 2018",Alabama,Tuscaloosa,"1750 40th Ave",0,1,N/A
"March 1, 2018",Mississippi,Ecru,"9039 MS-15",0,1,N/A
"March 1, 2018",Florida,Jacksonville,I-295,0,1,N/A
"March 1, 2018",Florida,Jacksonville,"Grothe St",0,1,N/A
"March 1, 2018",Texas,Houston,"3900 block of Scott St",1,1,N/A
"March 1, 2018",Tennessee,Knoxville,"900 block of N Broadway",0,1,N/A
"March 1, 2018",Illinois,Thompsonville,N/A,0,1,N/A
"March 1, 2018","North Carolina",Charlotte,"225 N Caldwell St",0,1,N/A
"March 1, 2018",Indiana,Indianapolis,"631 Eugene St",0,2,N/A
"March 1, 2018",Illinois,Chicago,"3900 W Monroe St",0,1,N/A
"March 1, 2018",Illinois,Chicago,"2300 S Sawyer Ave",0,1,N/A
"March 1, 2018",Louisiana,"New Iberia","1500 block of St. Joseph Street",0,1,N/A
"March 1, 2018",Texas,Houston,"6947 Ave L",0,1,N/A
"March 1, 2018",California,Oakland,"73rd Ave and Outlook Ave",0,1,N/A
"March 1, 2018",Arizona,Phoenix,"43rd Ave and Bethany Home Rd",0,1,N/A
"March 1, 2018","South Carolina",Hardeeville,"Church Rd",0,1,N/A
"March 1, 2018",Oklahoma,"Oklahoma City","Corona Dr and Santa Fe Ave",0,1,N/A
"March 1, 2018","South Carolina",Graniteville,"200 block of Hillview Dr",1,1,N/A
