"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"March 15, 2018",Illinois,Chicago,"5400 block of S Indiana Ave",0,1,N/A
"March 15, 2018",Indiana,"Fort Wayne","1420 Broadway",1,1,N/A
"March 15, 2018",Texas,Cleveland,"100 block of CR 3793",0,1,N/A
"March 15, 2018",Ohio,Cleveland,"3390 block of W 56th St",0,1,N/A
"March 15, 2018",Missouri,"Kansas City","2400 block of Park Ave",0,1,N/A
"March 14, 2018",Massachusetts,Boston,"256 Warren St",0,1,N/A
"March 14, 2018",Minnesota,Minneapolis,"18th Ave N and Emerson Ave N",0,1,N/A
"March 14, 2018","North Carolina",Fayetteville,"3308 Bragg Blvd",0,1,N/A
"March 14, 2018",Texas,"San Antonio","Saunders Ave and Zarzamora St",0,1,N/A
"March 14, 2018",Arkansas,"West Memphis","AR 77 and Afco Rd",0,1,N/A
"March 14, 2018",Washington,Yakima,"1300 block of S 11th Ave",0,1,N/A
"March 14, 2018",Virginia,Richmond,"3904 Hull Street Rd",1,1,N/A
"March 14, 2018","West Virginia",Princeton,"Hatcher Church Rd",0,1,N/A
"March 14, 2018",Michigan,Blanchard,"10803 Brinton Rd",1,1,N/A
"March 14, 2018",Indiana,"South Bend","1900 block of Fremont St",0,1,N/A
"March 14, 2018",Virginia,Portsmouth,"70 block of Cushing St",0,1,N/A
"March 14, 2018",Arkansas,Waldo,"S Lee Street",0,1,N/A
"March 14, 2018",Indiana,"South Bend",N/A,0,1,N/A
"March 14, 2018",Oklahoma,Chickasha,"1423 S 7th St",0,1,N/A
"March 14, 2018",Louisiana,"New Orleans","St. Ann Street and North Derbigny Street",0,1,N/A
"March 14, 2018",Louisiana,Lafayette,"100 block of Clause Lane",0,1,N/A
"March 14, 2018",Louisiana,"Baton Rouge","Arizona Street",0,1,N/A
"March 14, 2018",Virginia,Abingdon,N/A,0,1,N/A
"March 14, 2018",Alabama,Tuscaloosa,"33rd St",0,1,N/A
"March 14, 2018",Illinois,Markham,"16655 Crawford Ave",1,0,N/A
"March 14, 2018",Louisiana,"Baton Rouge","Stern Avenue",0,1,N/A
"March 14, 2018","South Carolina",Charleston,"Allway St and Norman St",0,1,N/A
"March 14, 2018","New York","Mount Vernon","15 S Macquesten Pkwy",1,1,N/A
"March 14, 2018",Missouri,"Saint Louis","3800 block of Alexander St",0,1,N/A
"March 14, 2018",Alabama,Birmingham,"1201 11th Ave S",2,1,N/A
"March 14, 2018","South Carolina",Charleston,"586 Rutledge Ave",0,1,N/A
"March 14, 2018",Wisconsin,Milwaukee,"2400 block of W Locust St",0,2,N/A
"March 14, 2018",Missouri,"Kansas City","E 39th St and Mersington Ave",0,2,N/A
"March 14, 2018",Florida,Lutz,"24515 Crosscut Rd",0,1,N/A
"March 14, 2018",Pennsylvania,Philadelphia,"700 block of Cecil St",0,1,N/A
"March 14, 2018",Pennsylvania,Chester,"700 block of Lamokin St",0,1,N/A
"March 14, 2018",Illinois,Chicago,"6600 block of N Clark St",0,1,N/A
"March 14, 2018",Michigan,Detroit,"Lauder St and W Seven Mile Rd",0,1,N/A
"March 14, 2018",Maryland,Baltimore,"4500 block of Marble Hall Rd",0,1,N/A
"March 14, 2018",Illinois,Chicago,"5400 block of W Fulton St",0,1,N/A
"March 14, 2018",Illinois,Chicago,"8200 block of S Cottage Grove Ave",0,1,N/A
"March 14, 2018",Texas,Austin,"Pleasant Valley Rd and East 2nd St",0,1,N/A
"March 14, 2018",Illinois,Chicago,"4300 block of W Van Buren St",0,1,N/A
"March 14, 2018","District of Columbia",Washington,"2600 block of Sheridan Rd SE",0,1,N/A
"March 14, 2018",Colorado,"Commerce City","7000 block of Poplar St",0,1,N/A
"March 14, 2018",Ohio,Cleveland,"Kirton Ave and Giles Rd",0,2,N/A
"March 14, 2018",Connecticut,Hamden,"1350 Dixwell Ave",0,1,N/A
"March 14, 2018",Texas,"Fort Worth","6000 block of Martindale Cir",0,1,N/A
"March 14, 2018",California,Stockton,"2185 E Fremont St",0,1,N/A
"March 14, 2018",California,Fillmore,"505 Old Telegraph Rd",0,1,N/A
"March 14, 2018",Oklahoma,Tulsa,"2000 N Utica Ave",0,1,N/A
"March 14, 2018",Oklahoma,Tulsa,"11th Street and Troost Avenue",0,1,N/A
"March 13, 2018",Missouri,"Saint Louis","4300 block of Cote Brilliante Ave",0,1,N/A
"March 13, 2018",Ohio,Cincinnati,"200 block of Strader Avenue",0,1,N/A
"March 13, 2018",Arizona,Phoenix,"27th Ave and Indian School Rd",0,1,N/A
"March 13, 2018",Missouri,"Saint Louis","5500 block of W Florissant Ave",0,1,N/A
"March 13, 2018",Texas,Houston,"9400 Cullen Blvd",0,1,N/A
"March 13, 2018",Illinois,"East Saint Louis","Piggott Ave and 13th St",0,1,N/A
"March 13, 2018",Texas,"Haltom City","5700 block of Highland Ave",0,1,N/A
"March 13, 2018","North Carolina",Garner,"209 Johnston St",1,1,N/A
"March 13, 2018","North Carolina",Greensboro,"205 Ray St",0,2,N/A
"March 13, 2018",California,"Long Beach","Chestnut Ave and Pacific Coast Hwy",0,0,N/A
"March 13, 2018","West Virginia",Institute,"Finney Rd",0,1,N/A
"March 13, 2018","North Carolina",Jacksonville,"500 block of Myrtlewood Cir",0,2,N/A
"March 13, 2018",Nevada,"Las Vegas","3800 block of Via Lucia Dr",0,1,N/A
"March 13, 2018",Virginia,"Hampton (Langley AFB)","1798 First St",0,1,N/A
"March 13, 2018",California,Seaside,"2200 Noche Buena St",0,1,N/A
"March 13, 2018",Minnesota,Minneapolis,"2000 block of Irving Ave N",0,1,N/A
"March 13, 2018",Virginia,Richmond,"6815 Forest Hill Ave",0,1,N/A
"March 13, 2018",Maryland,Baltimore,"200 block of Catherine St",0,2,N/A
"March 13, 2018",Georgia,Columbus,"Dupree Dr",0,1,N/A
"March 13, 2018",Nevada,"Las Vegas","3800 block of Blue Wave Dr",0,1,N/A
"March 13, 2018",Texas,Irving,"4600 W Pioneer Dr",0,1,N/A
"March 13, 2018",Alabama,Birmingham,"3200 block of 17th Ave N",0,1,N/A
"March 13, 2018","North Carolina",Albemarle,"200 block of N Seventh Street",0,1,N/A
"March 13, 2018",Arkansas,"Little Rock","3100 block of Elam St",0,1,N/A
"March 13, 2018",Alabama,Mobile,"Vann Lee Circle",0,1,N/A
"March 13, 2018",Ohio,Cincinnati,"200 block of Strader Avenue",0,1,N/A
"March 13, 2018",Indiana,Gary,"4100 Broadway",0,1,N/A
"March 13, 2018",Maryland,Baltimore,"North Ave and Broadway",0,1,N/A
"March 13, 2018",Virginia,Arlington,"1401 Lee Hwy",0,1,N/A
"March 13, 2018",Ohio,Dayton,"Salem Ave and Klepinger Rd",0,1,N/A
"March 13, 2018",Florida,Cantonment,"400 block of Well Line Rd",0,1,N/A
"March 13, 2018",Louisiana,Chalmette,"3500 block of LaPlace St",0,1,N/A
"March 13, 2018","South Carolina","Goose Creek","114 Blossom St",0,1,N/A
"March 13, 2018",Florida,Palmetto,"3200 block of 61st St E",0,1,N/A
"March 13, 2018",Indiana,Indianapolis,"N Sherman Dr and 30th St",0,1,N/A
"March 13, 2018",Ohio,Dayton,"4919 Hoover Ave",0,2,N/A
"March 13, 2018",Minnesota,"Saint Paul","Aurora Ave and St Albans St",0,1,N/A
"March 13, 2018",Florida,Macclenny,"South Blvd",0,4,N/A
"March 13, 2018",Illinois,Chicago,"2800 block of S Throop St",0,1,N/A
"March 13, 2018",Florida,"Vero Beach",N/A,0,1,N/A
"March 13, 2018",Indiana,Indianapolis,"500 block of W 26th St",0,1,N/A
"March 13, 2018",Illinois,Chicago,"1800 block of S Damen Ave",0,1,N/A
"March 13, 2018","District of Columbia",Washington,"4201 7th St SE",1,1,N/A
"March 13, 2018",Delaware,Wilmington,"900 block of Vandever Ave",0,1,N/A
"March 13, 2018",Colorado,Pueblo,"1801 S Pueblo Blvd",0,1,N/A
"March 13, 2018",Iowa,Davenport,"2100 block of Grand Ave",0,1,N/A
"March 13, 2018",Washington,Seattle,"10700 block of Renton Ave South",0,1,N/A
"March 13, 2018",Hawaii,Waianae,"Hakimo Rd",0,1,N/A
"March 13, 2018",Louisiana,Monroe,"1800 block of Bonner Dr",0,1,N/A
"March 13, 2018",Louisiana,"New Orleans","3600 block of Clematis St",0,1,N/A
"March 13, 2018",Connecticut,Waterbury,"Cherry St and E Main St",0,2,N/A
"March 13, 2018",Arkansas,"Little Rock","2600 block of Izard St",1,1,N/A
"March 13, 2018",Washington,Buckley,"14204 WA 165",0,1,N/A
"March 13, 2018",Nevada,"Las Vegas","4870 Nellis Oasis Ln",0,1,N/A
"March 13, 2018",Oklahoma,"Oklahoma City","SW 51st St and S Pennsylvania Ave",0,1,N/A
"March 13, 2018",Missouri,"Saint Joseph","S 18th St and Charles St",0,1,N/A
"March 13, 2018",Missouri,"Saint Louis","Piggott Avenue and 13th Street",0,1,N/A
"March 12, 2018",Texas,"Fort Worth","3200 block of Green Ridge St",0,1,N/A
"March 12, 2018",Oklahoma,"Oklahoma City","Brookline Ave and SW 40th St",0,1,N/A
"March 12, 2018",Texas,"Fort Worth","5300 E Rosedale St",0,1,N/A
"March 12, 2018",Mississippi,Edwards,"MS 467",0,1,N/A
"March 12, 2018",Texas,Palestine,"900 block of San Jacinto St",0,1,N/A
"March 12, 2018",Arizona,Phoenix,"1717 W Glendale Ave",2,2,N/A
"March 12, 2018",Missouri,"Saint Louis","805 N Kingshighway",0,1,N/A
"March 12, 2018",California,"Long Beach","Martin Luther King Jr Ave and Pacific Coast Hwy",0,1,N/A
"March 12, 2018",Washington,Spokane,"5313 N Regal Street",0,1,N/A
"March 12, 2018","New York","Corona (Queens)","117-15 101st Ave",0,3,N/A
"March 12, 2018","West Virginia",Huntington,"1200 block of 8th Ave",0,1,N/A
"March 12, 2018",Colorado,Trinidad,"700 block of N Commercial St",0,1,N/A
"March 12, 2018",Texas,Beaumont,"1300 block of Loop Rd",0,1,N/A
"March 12, 2018",Ohio,Akron,"1890 S Arlington St",0,2,N/A
"March 12, 2018",California,Oxnard,"1900 block of Napoleon Ave",0,1,N/A
"March 12, 2018",Colorado,"Colorado Springs","200 block of N Murray Blvd",0,1,N/A
"March 12, 2018",Kentucky,Louisville,"2900 block of S 4th St",0,1,N/A
"March 12, 2018","West Virginia",Huntington,"1300 block of 16th St",0,1,N/A
"March 12, 2018",Connecticut,"New London","290 Broad St",0,1,N/A
"March 12, 2018",Texas,Houston,"360 Cypress Creek Pkwy",0,1,N/A
"March 12, 2018",California,Oakland,"1300 block of Broadway",1,1,N/A
"March 12, 2018",Colorado,Denver,"W Vassar Ave and S Grove St",1,1,N/A
"March 12, 2018","North Carolina","High Point","1000 block of Asheboro St",0,1,N/A
"March 12, 2018",Kansas,Topeka,"17th and Washburn",0,1,N/A
"March 12, 2018",Indiana,"South Bend","1100 block of Western Ave",0,1,N/A
"March 12, 2018",Georgia,Columbus,"Celeste Dr",0,1,N/A
"March 12, 2018",Georgia,Columbus,"600 block of Parkchester Dr",0,2,N/A
"March 12, 2018",California,"San Jacinto","726 S San Jacinto Ave",0,1,N/A
"March 12, 2018",Tennessee,Chattanooga,"3500 4th Ave",0,1,N/A
"March 12, 2018",Colorado,"Colorado Springs","1699 Nevada Ave",1,1,N/A
"March 12, 2018","North Carolina",Charlotte,"4400 Sharon Rd",0,1,N/A
"March 12, 2018",Virginia,Hampton,"100 block of Tanglewood Drive",0,1,N/A
"March 12, 2018",Alabama,Tuscaloosa,"235 James I Harrison Jr Pkwy",0,1,N/A
"March 12, 2018",Alabama,Huntsville,"2120 Sparkman Dr NW",1,1,N/A
"March 12, 2018",Virginia,"Prince George","4400 block of Jefferson Point Ln",0,1,N/A
"March 12, 2018",Alabama,Montgomery,"3500 block of Wilmington Road",0,1,N/A
"March 12, 2018",Nevada,"Las Vegas","2112 Western Ave",0,1,N/A
"March 12, 2018",Nebraska,Omaha,"5120 Maple St",0,1,N/A
"March 12, 2018",Washington,Yakima,"400 block of W I St",0,1,N/A
"March 12, 2018",California,Modesto,"2000 block of Robertson Rd",0,4,N/A
"March 12, 2018",Maryland,Baltimore,"1900 block of Penrose Ave",0,3,N/A
"March 12, 2018",Maryland,Baltimore,"2300 block of Bryant Ave",0,1,N/A
"March 12, 2018",Maryland,Baltimore,"100 block of Allendale St",0,3,N/A
"March 12, 2018",Ohio,Cleveland,"E 175th St and S Miles Rd",0,1,N/A
"March 12, 2018","South Carolina",Greenville,"200 Pine Creek Ct Ext",0,1,N/A
"March 12, 2018","South Carolina",Taylors,"512 Reid School Rd",0,1,N/A
"March 12, 2018",Florida,Jacksonville,"Thumper St",0,1,N/A
"March 12, 2018",Florida,"Plant City","3940 E Knights Griffin Rd",2,1,N/A
"March 12, 2018",Indiana,"South Bend","Kosciuszko St and Ford St",0,1,N/A
"March 12, 2018",Indiana,"South Bend","700 block of S Falcon St",0,1,N/A
"March 12, 2018",Illinois,Chicago,"8200 block of S Ingleside Ave",0,1,N/A
"March 12, 2018",Illinois,Dolton,"44 E Sibley Blvd",0,1,N/A
"March 12, 2018",California,"San Jacinto","726 S San Jacinto Av",0,1,N/A
"March 12, 2018","Rhode Island",Providence,"707 Douglas Ave",0,1,N/A
"March 12, 2018",Massachusetts,Worcester,"Vernon St",0,1,N/A
"March 12, 2018",Illinois,Chicago,"11500 block of S Perry Ave",0,1,N/A
"March 12, 2018",Illinois,Chicago,"5700 block of W Irving Park Rd",0,1,N/A
"March 12, 2018",Illinois,Chicago,"3600 block of S Winchester Ave",0,1,N/A
"March 12, 2018",Alabama,Birmingham,"3500 block of Wilmington Rd",0,1,N/A
"March 12, 2018",Texas,Austin,"6200 block of La Naranja Ln",0,1,N/A
"March 12, 2018",Nebraska,Omaha,"5932 N 33rd Ave",1,1,N/A
"March 12, 2018",Ohio,Cleveland,"E 37th St and Capers Ave",0,2,N/A
"March 12, 2018",Texas,Houston,"360 FM 1960",0,1,N/A
"March 12, 2018",Washington,Orting,N/A,1,1,N/A
"March 12, 2018",Texas,"Fort Worth","3200 block of Amber Ct",0,1,N/A
"March 11, 2018",Texas,Houston,"500 block of Branard",0,1,N/A
"March 11, 2018",Missouri,Springfield,"1907 S Glenstone Ave",0,1,N/A
"March 11, 2018",Missouri,"Saint Louis","6124 N Broadway",0,1,N/A
"March 11, 2018",Missouri,"Saint Louis","N Grand Blvd and Natural Bridge Ave",0,1,N/A
"March 11, 2018",Washington,Bellevue,"11211 Main St",0,1,N/A
"March 11, 2018",Arizona,Phoenix,"19th Ave and Osborn Rd",0,1,N/A
"March 11, 2018",Illinois,Champaign,"700 block of N Hickory St",1,3,N/A
"March 11, 2018",Illinois,Chicago,"2200 block of S Trumbull Ave",0,1,N/A
"March 11, 2018","West Virginia",Huntington,"2000 block of 11th Ave",1,1,N/A
"March 11, 2018",Alaska,Anchorage,"8900 block of Woodstock Cir",0,1,N/A
"March 11, 2018",Indiana,Gary,"2100 block of Carolina St",1,1,N/A
"March 11, 2018",Virginia,Danville,"600 block of Gay St",1,1,N/A
"March 11, 2018",Nebraska,Beatrice,"27522 SW 32nd Rd",0,1,N/A
"March 11, 2018",California,Bakersfield,"100 block of Augusta St",0,1,N/A
"March 11, 2018",Indiana,Gary,"4400 block of W 21st Ave",0,1,N/A
"March 11, 2018",Tennessee,Antioch,"1104 Hickory Hollow Terr",0,2,N/A
"March 11, 2018",Georgia,Macon,"466 Ibex St",1,2,N/A
"March 11, 2018",Georgia,Lithonia,"Willowick Dr",0,1,N/A
"March 11, 2018",Florida,Wimauma,"3200 block of Saffold Road",0,1,N/A
"March 11, 2018",California,"Garden Grove","9821 Garden Grove Blvd",0,1,N/A
"March 11, 2018",Michigan,Saginaw,"Cumberland Ave and Hess St",0,5,N/A
"March 11, 2018",Alabama,Mobile,"Serigny Drive and Farnell Drive",0,1,N/A
"March 11, 2018",Maryland,Baltimore,"400 block of E Baltimore St",0,1,N/A
"March 11, 2018",Washington,Seattle,"26th and Yesler",0,1,N/A
"March 11, 2018",Illinois,Chicago,I-94,0,1,N/A
"March 11, 2018","North Carolina",Hendersonville,"Harper Dr",0,1,N/A
"March 11, 2018",Nevada,Reno,"950 Nutmeg Pl",0,2,N/A
"March 11, 2018","South Carolina",Taylors,"Lee Rd",0,1,N/A
"March 11, 2018",Michigan,Detroit,"LaSalle and Glendale",0,1,N/A
"March 11, 2018",Arizona,"Apache Junction","Roundup St",0,2,N/A
"March 11, 2018",Pennsylvania,Lancaster,"1081 N Plum St",0,1,N/A
"March 11, 2018",Michigan,Flint,"800 block of Dupont St",0,2,N/A
"March 11, 2018",Pennsylvania,Philadelphia,"2200 block of N 33rd St",0,1,N/A
"March 11, 2018",Pennsylvania,Philadelphia,"N 18th St and Cumberland St",0,1,N/A
"March 11, 2018",Florida,Homestead,N/A,0,1,N/A
"March 11, 2018",Florida,"Haines City","29 Ash St",0,1,N/A
"March 11, 2018",Michigan,"Bay City","9th St and Washington Ave",0,1,N/A
"March 11, 2018","New York",Brooklyn,"694 Watkins Ave",0,1,N/A
"March 11, 2018",Florida,Jacksonville,"Beach Blvd",2,1,N/A
"March 11, 2018",Florida,Jacksonville,"5710 Lenox Ave",0,1,N/A
"March 11, 2018",Florida,Pensacola,"8000 block of Tower Terrace",0,1,N/A
"March 11, 2018",Georgia,Atlanta,"7000 block of Absinth Dr",0,1,N/A
"March 11, 2018",Washington,Seattle,"2400 block of Aurora Avenue North",0,2,N/A
"March 11, 2018",Illinois,Chicago,"800 block of E 130th St",0,1,N/A
"March 11, 2018",Illinois,Riverdale,"13832 S Indiana Ave",0,2,N/A
"March 11, 2018",Illinois,Chicago,"5400 block of W Adams St",0,1,N/A
"March 11, 2018",Illinois,Chicago,"10000 block of S Emerald Ave",0,1,N/A
"March 11, 2018","New York",Buffalo,"272 E Ferry St",0,1,N/A
"March 11, 2018",Connecticut,Bridgeport,"Stratford Ave and Carroll Ave",0,1,N/A
"March 11, 2018","North Carolina",Fletcher,N/A,0,1,N/A
"March 11, 2018",Indiana,Gary,"2700 block of Dekalb St",0,1,N/A
"March 11, 2018",Arkansas,"Little Rock","Lewis St and W 23rd St",0,1,N/A
"March 11, 2018",California,Oakland,"7400 block of Weld St",0,1,N/A
"March 11, 2018","New Mexico","Fort Sumner",N/A,1,1,N/A
"March 11, 2018",Illinois,Chicago,"3400 block of W 27th St",0,1,N/A
"March 11, 2018",Texas,Houston,"3400 block of Liberty Rd",0,2,N/A
"March 11, 2018","West Virginia",Dingess,N/A,1,1,N/A
"March 10, 2018",Wisconsin,Milwaukee,"100 block of Meinecke Ave",1,1,N/A
"March 10, 2018",Texas,Amarillo,"2900 block of Wichita Ave",0,1,N/A
"March 10, 2018",California,Fresno,"McKinley and Marks",1,1,N/A
"March 10, 2018",Washington,Grandview,"1100 block of Apache Drive",0,1,N/A
"March 10, 2018",Illinois,Chicago,"900 block of N Richmond St",0,1,N/A
"March 10, 2018",Pennsylvania,Philadelphia,"200 block of Lombard St",0,1,N/A
"March 10, 2018",Oklahoma,Wewoka,"13100 block of OK 56",2,1,N/A
"March 10, 2018",Illinois,Chicago,"600 block of N Leamington Ave",0,1,N/A
"March 10, 2018",Alaska,Anchorage,"900 block of Chugach Way",0,1,N/A
"March 10, 2018",Washington,Seattle,"3804 E Superior St",0,1,N/A
"March 10, 2018",California,Kelseyville,"4000 block of Gard St",0,1,N/A
"March 10, 2018",Pennsylvania,"Lansdowne (Yeadon)","65th St and Cobbs Creek Parkway",0,1,N/A
"March 10, 2018",Alabama,Cullman,N/A,0,2,N/A
"March 10, 2018",Louisiana,Metairie,"6400 block of Gillen St",0,1,N/A
"March 10, 2018",Pennsylvania,Harrisburg,N/A,0,1,N/A
"March 10, 2018",Michigan,Mancelona,"Mancelona E Jordan Rd and Green River Rd",1,1,N/A
"March 10, 2018",Louisiana,"Port Sulphur","Giraud Street",0,3,N/A
"March 10, 2018",Oklahoma,Tulsa,"4600 block of N Elwood Ave",0,1,N/A
"March 10, 2018",Alabama,Ozark,"King Street",0,2,N/A
"March 10, 2018",Maryland,Leonardtown,N/A,0,1,N/A
"March 10, 2018","North Carolina",Raleigh,"3000 block of Creech St",0,1,N/A
"March 10, 2018",Maryland,Baltimore,"2000 block of McCulloh St",0,1,N/A
"March 10, 2018",Maryland,Baltimore,"4600 block of Northwood Dr",0,1,N/A
"March 10, 2018",Ohio,Youngstown,"200 block of E Judson Ave",0,1,N/A
"March 10, 2018",Georgia,Columbus,"400 block of Old Buena Vista Rd",0,2,N/A
"March 10, 2018",Alabama,Mobile,"1910 St Stephens Road",0,1,N/A
"March 10, 2018",Illinois,"East Saint Louis","4700 block of Veronica Ave",0,1,N/A
"March 10, 2018",Missouri,"Saint Louis","2500 block of Hodiamont Ave",0,2,N/A
"March 10, 2018",Illinois,Chicago,"3200 block of W Fulton Blvd",0,1,N/A
"March 10, 2018",Indiana,Indianapolis,"8100 Jordan Ln",0,1,N/A
"March 10, 2018",California,Concord,"1500 block of Allegro Ave",0,1,N/A
"March 10, 2018",Pennsylvania,Lewisburg,"1311 Buffalo Rd",0,1,N/A
"March 10, 2018",Wisconsin,Milwaukee,"524 S Layton Blvd",0,1,N/A
"March 10, 2018",Pennsylvania,Philadelphia,"200 block of E Sharpnack St",0,1,N/A
"March 10, 2018",Michigan,Saginaw,"3145 Russell St",0,1,N/A
"March 10, 2018",Michigan,Lansing,"4405 S Martin Luther King Jr Blvd",0,2,N/A
"March 10, 2018",Illinois,Chicago,"6600 block of S Evans Ave",0,1,N/A
"March 10, 2018",Iowa,Waterloo,N/A,0,1,N/A
"March 10, 2018",Michigan,Detroit,"10400 block of Balfour Rd",0,1,N/A
"March 10, 2018",Michigan,Flint,"3600 block of Esther St",0,3,N/A
"March 10, 2018",Michigan,"Grand Rapids","3524 28th St SE",0,1,N/A
"March 10, 2018",Tennessee,Chattanooga,N/A,0,1,N/A
"March 10, 2018",Florida,Jacksonville,"100 W Adams St",0,1,N/A
"March 10, 2018",Florida,Pensacola,"3700 block of Frontera Cir",0,1,N/A
"March 10, 2018",Florida,"West Palm Beach","Brandywine Rd",1,1,N/A
"March 10, 2018",Illinois,Chicago,"3000 block of S Halsted St",0,1,N/A
"March 10, 2018",Illinois,Freeport,"S Galena Ave and S Float Ave",0,1,N/A
"March 10, 2018",Connecticut,Bridgeport,"Putnam St and E Main St",0,1,N/A
"March 10, 2018","North Carolina",Raleigh,"1606 N Market Dr",0,2,N/A
"March 10, 2018",Arkansas,"Little Rock","5300 block of Stanley Dr",0,1,N/A
"March 10, 2018",Connecticut,Waterbury,"150 Kaynor Dr",0,1,N/A
"March 10, 2018",Mississippi,Meridian,"Russell Drive",0,1,N/A
"March 10, 2018",Arizona,Mesa,"E 2nd St and N Hobson St",0,1,N/A
"March 10, 2018","North Carolina",Carrboro,"300 W Main St",0,1,N/A
"March 9, 2018",Texas,Austin,"E Riverside Dr and Willow Creek Dr",0,1,N/A
"March 9, 2018",Ohio,Cincinnati,"Craft St and Winneste Ave",0,1,N/A
"March 9, 2018",Kansas,Topeka,"1200 block of NW Van Buren St",0,1,N/A
"March 9, 2018","North Carolina",Wadesboro,"1300 E Caswell St",3,1,N/A
"March 9, 2018",Kansas,Topeka,"2114 SW Chelsea Dr",0,1,N/A
"March 9, 2018",Illinois,Joliet,"507 Theodore St",1,1,N/A
"March 9, 2018",California,Bakersfield,"1800 block of Lake St",0,1,N/A
"March 9, 2018",Pennsylvania,Homestead,"153 East Bridge St",0,1,N/A
"March 9, 2018",California,Bakersfield,"1200 block of E 10th St",1,2,N/A
"March 9, 2018","New York",Bronx,"E 169th St and Boston Rd",0,1,N/A
"March 9, 2018",Alabama,Theodore,"5954 Sperry Rd",0,1,N/A
"March 9, 2018",California,Pomona,"1400 block of S Palomares St",1,1,N/A
"March 9, 2018",California,"Lake Isabella","Scovern Ave and Steensen St",0,1,N/A
"March 9, 2018","New York",Patchogue,"Maple Ave",0,1,N/A
"March 9, 2018",Wisconsin,"Milwaukee (West Allis)","911 S 108th St",0,1,N/A
"March 9, 2018",Tennessee,Memphis,"Joslyn St and Craigmont Dr",0,1,N/A
"March 9, 2018","New York",Ithaca,"400 block of Lake Ave",0,1,N/A
"March 9, 2018",Wisconsin,Milwaukee,"W Concordia Ave and N 27th St",0,1,N/A
"March 9, 2018",California,"San Diego","1000 block of S 45th St",0,2,N/A
"March 9, 2018",California,"San Diego","800 block of S 29th St",0,1,N/A
"March 9, 2018",Colorado,Westminster,"2895 72nd Ave",0,1,N/A
"March 9, 2018",Missouri,"Saint Louis","1200 block of Hogan St",0,1,N/A
"March 9, 2018",Alabama,Auburn,"1627 Opelika Rd",0,2,N/A
"March 9, 2018",Colorado,"Colorado Springs","S Murray Blvd and E Fountain Blvd",0,2,N/A
"March 9, 2018",Indiana,"South Bend","800 block of E Dayton St",0,6,N/A
"March 9, 2018",Illinois,Chicago,"7200 block of S East End Ave",0,1,N/A
"March 9, 2018",Nevada,"Las Vegas","5300 block of Cheyenne Ave",0,1,N/A
"March 9, 2018",California,"El Monte","9251 Garvey Ave",0,3,N/A
"March 9, 2018","North Carolina",Fayetteville,"848 Tamarack Dr",0,1,N/A
"March 9, 2018",Kentucky,Lexington,"2000 Winchester Rd",0,1,N/A
"March 9, 2018",Maryland,Baltimore,"2300 block of Greenmount Ave",0,1,N/A
"March 9, 2018","New Jersey","Jersey City","Grand St and Johnston Ave",0,1,N/A
"March 9, 2018","District of Columbia",Washington,"700 block of 19th St NE",0,3,N/A
"March 9, 2018",California,"San Diego","2000 block of Hallet St",0,1,N/A
"March 9, 2018",Florida,Orlando,"5581 S Orange Blossom Trail",0,2,N/A
"March 9, 2018",Wisconsin,Milwaukee,"900 block of W Hayes St",0,1,N/A
"March 9, 2018",Illinois,Chicago,"4400 block of W Carroll Ave",0,1,N/A
"March 9, 2018","South Carolina",Greenville,"1410 Buncombe Rd",0,1,N/A
"March 9, 2018",Maryland,Baltimore,"600 block of Appleton St",0,1,N/A
"March 9, 2018",Louisiana,"Baton Rouge","1600 block of N 48th St",0,1,N/A
"March 9, 2018",Florida,"Saint Petersburg","4400 block of Burlington Ave N",0,1,N/A
"March 9, 2018",Illinois,Chicago,"7200 block of S Merrill Ave",0,1,N/A
"March 9, 2018",Illinois,Chicago,"10700 block of S Perry Ave",0,1,N/A
"March 9, 2018",Illinois,Chicago,"7300 block of S Winchester Ave",0,0,N/A
"March 9, 2018",Illinois,Chicago,"2800 block of W 19th St",0,1,N/A
"March 9, 2018",Illinois,Chicago,"5200 block of N Winthrop Ave",0,1,N/A
"March 9, 2018",Illinois,Chicago,"3000 block of S Saint Louis Ave",0,1,N/A
"March 9, 2018",Maine,Walpole,"Clarks Cove Rd",0,1,N/A
"March 9, 2018",Connecticut,Hartford,"52 Boothbay St",0,1,N/A
"March 9, 2018",Tennessee,Portland,"Sumner Dr",0,1,N/A
"March 9, 2018",Arizona,Florence,"500 N Coronado Dr",0,1,N/A
"March 8, 2018",Oklahoma,Tulsa,"7643 E 51st St",0,1,N/A
"March 8, 2018","North Carolina",Fayetteville,"408 Owen Drive",0,2,N/A
"March 8, 2018",California,Fresno,"Argyle St and Tulare St",0,1,N/A
"March 8, 2018",Texas,Odessa,"4520 N Dixie Blvd",0,1,N/A
"March 8, 2018",Texas,"San Antonio","2383 NE Interstate 410 Loop",0,1,N/A
"March 8, 2018",Michigan,Inkster,"572 Tobin Dr",0,1,N/A
"March 8, 2018",Georgia,"Atlanta (College Park)","6300 Block of Topaz Trail",0,1,N/A
"March 8, 2018","North Carolina",Durham,"1100 Block of Wabash St",0,1,N/A
"March 8, 2018","New York",Bronx,"427 E 146th St",0,1,N/A
"March 8, 2018",Oregon,Portland,"800 Block of SW King Ave",0,1,N/A
